trait_id	original_category	product_module	trait_name_original	trait_name_consumer_friendly	scientific_description_short	what_can_be_tested	what_cannot_be_claimed	number_of_rsids	rsids	genes_cleaned	has_pdf_only_candidate_rsids	has_structured_catalog_rsids	marker_validation_status	requires_external_annotation	requires_clinvar_review	requires_gwas_review	requires_pharmgkb_review	requires_manual_scientific_review	privacy_or_regulatory_sensitivity	recommended_product_tier	mvp_include_candidate_yes_no	reason_for_tier	recommended_report_language	required_caveat	notes
wg-2102	genetic_disease	Disease Risk (Sensitive)	Congenital Dyserythropoietic Anemia (CDA)	Congenital Dyserythropoietic Anemia (CDA)	Genetic variants associated with Congenital Dyserythropoietic Anemia (CDA). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Congenital Dyserythropoietic Anemia (CDA).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs39812;rs120074167;rs121918221;rs121918223	AGL;ANO5;ARSB;BCKDH;BCKDHA;BCKDHB;BTD;CDAN1;DBT;DMD;DYSF;G6PC;G6PC1;GAA;GALNS;GBA;GBA1;GBE1;GLB1;GNPTA;GNPTAB;GNPTG;IDS;IDUA;MCOLN;MCOLN1;MSH6;MYO7A;PCDH15;PYGM;SEC23B;SGSH;USH1C;USH1G;USH2A	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2109	genetic_disease	Disease Risk (Sensitive)	Congenital Fibrosis of Extraocular Muscles (CFEOM)	Congenital Fibrosis of Extraocular Muscles (CFEOM)	Genetic variants associated with Congenital Fibrosis of Extraocular Muscles (CFEOM). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Congenital Fibrosis of Extraocular Muscles (CFEOM).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs121912585;rs267607162;rs864321715	KIF21A;TUBB3	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2106	genetic_disease	Disease Risk (Sensitive)	Congenital Generalized Lipodystrophy (CGL)	Congenital Generalized Lipodystrophy (CGL)	Genetic variants associated with Congenital Generalized Lipodystrophy (CGL). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Congenital Generalized Lipodystrophy (CGL).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs116807569;rs137852975;rs797045222	AGPAT2;BSCL2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2110	genetic_disease	Disease Risk (Sensitive)	Congenital Ichthyosis	Congenital Ichthyosis	Genetic variants associated with Congenital Ichthyosis. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Congenital Ichthyosis.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs19942;rs137853289;rs139208806;rs143473912	ABCA12;ALOX12B;NIPAL4;TGM1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1996	genetic_disease	Disease Risk (Sensitive)	Congenital Multicore Myopathy with External Ophthalmoplegia	Congenital Multicore Myopathy with External Ophthalmoplegia	Genetic variants associated with Congenital Multicore Myopathy with External Ophthalmoplegia. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Congenital Multicore Myopathy with External Ophthalmoplegia.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs12191;rs1057524858;rs113928116;rs118192150	BAG3;BMPR1A;COL4A3;COL4A5;DES;FLNC;MVK;RYR1;SMAD4;TNNI3	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2104	genetic_disease	Disease Risk (Sensitive)	Congenital Stationary Night Blindness (CSNB)	Congenital Stationary Night Blindness (CSNB)	Genetic variants associated with Congenital Stationary Night Blindness (CSNB). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Congenital Stationary Night Blindness (CSNB).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs180869804;rs387906862;rs778390089	TRPM1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2170	genetic_disease	Disease Risk (Sensitive)	Cornelia de Lange Syndrome (CdLS)	Cornelia de Lange Syndrome (CdLS)	Genetic variants associated with Cornelia de Lange Syndrome (CdLS). Disease risk markers require clinical validation.	No genetic markers identified in the structured catalog.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	0			no	no	no_markers	no	yes	no	no	no	high	E	no	No rsIDs linked to this trait.	N/A - no markers or not suitable	No genetic markers identified. Not suitable for commercial reporting.	
wg-87	health_risk	Disease Risk (Sensitive)	Coronary Heart Disease (CHD)	Coronary Heart Disease (CHD)	Genetic variants associated with Coronary Heart Disease (CHD). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Coronary Heart Disease (CHD).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	10	rs4708876;rs6903956;rs852787;rs9349379;rs12469758;rs3782886;rs229856;rs7439293;rs662;rs10757278	ADTRP;APOL1;BRAP;CDKN2BAS;DAB1;DAB2IP;ERG;LPA;LPL;LRP1;MTHFS;PALLD;PCSK9;PLA2R1;PLCE1;PON1;PRDM16;RPL3L;SCML4;SNX19;THSD7A;TRPM8	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2171	genetic_disease	Disease Risk (Sensitive)	Costello Syndrome	Costello Syndrome	Genetic variants associated with Costello Syndrome. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Costello Syndrome.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs104894227;rs727503093;rs730880460	HRAS	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2258	exposure_risk	Disease Risk (Sensitive)	Cow's Milk	Cow's Milk	Genetic variants associated with Cow's Milk. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Cow's Milk.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs1800896;rs2069772;rs12123821;rs17616434	CYP1B1;FGFR4;FYCO1;IL1B;MMP9;MTHFR;NLRP3;PCAT19;SELE;TIMM23B	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2049	genetic_disease	Disease Risk (Sensitive)	Cranioectodermal Dysplasia (CED)	Cranioectodermal Dysplasia (CED)	Genetic variants associated with Cranioectodermal Dysplasia (CED). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Cranioectodermal Dysplasia (CED).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs786205567	IFT122	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2048	genetic_disease	Disease Risk (Sensitive)	Craniofrontonasal Syndrome (CFNS)	Craniofrontonasal Syndrome (CFNS)	Genetic variants associated with Craniofrontonasal Syndrome (CFNS). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Craniofrontonasal Syndrome (CFNS).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs104894801;rs104894804;rs28936070	EFNB1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
